ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C02843V04551","Occupational Group","C04477V05260","Field of Study","UNIT","VALUE"
"HGO16C01","Number of Health Graduates","2020","2020","X13","Nurses and midwives","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2020","2020","X13","Nurses and midwives","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2020","2020","X13","Nurses and midwives","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","201","Dentistry","Number","33"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","401","Medical Science","Number","63"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","202","Medicine","Number","267"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","30","Nursing and Midwifery","Number","1005"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","501","Occupational Therapy","Number","69"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","60","Pharmacy","Number","117"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","504","Physiotherapy","Number","126"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","402","Radiography and Radiation Therapy","Number","72"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","702","Social Care","Number","711"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","701","Social Work","Number","138"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","10","Speech and Language Therapy","Number","96"
"HGO16C01","Number of Health Graduates","2020","2020","-","All occupational groups","V52","Dietetics, Optometry and Podiatry","Number","78"
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","30","Nursing and Midwifery","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","702","Social Care","Number","18"
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","1","Managers, directors and senior officials","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","202","Medicine","Number","6"
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","30","Nursing and Midwifery","Number","3"
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","501","Occupational Therapy","Number","3"
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","702","Social Care","Number","66"
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","3","Associate professional and technical occupations","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","30","Nursing and Midwifery","Number","6"
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","504","Physiotherapy","Number","3"
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","702","Social Care","Number","21"
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","4","Administrative and secretarial occupations","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","202","Medicine","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","30","Nursing and Midwifery","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","702","Social Care","Number","3"
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","701","Social Work","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","10","Speech and Language Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","5","Skilled trades occupations","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","401","Medical Science","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","202","Medicine","Number","3"
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","30","Nursing and Midwifery","Number","9"
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","501","Occupational Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","60","Pharmacy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","504","Physiotherapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","402","Radiography and Radiation Therapy","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","702","Social Care","Number","675"
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","701","Social Work","Number","6"
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","10","Speech and Language Therapy","Number","3"
"HGO16C01","Number of Health Graduates","2021","2021","6","Caring, leisure and other service occupations","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","7","Sales and customer service occupations","201","Dentistry","Number",""
"HGO16C01","Number of Health Graduates","2021","2021","7","Sales and customer service occupations","401","Medical Science","Number",""
