ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","C04477V05260","Field of Study","UNIT","VALUE"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","202","Medicine","Number","75"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","30","Nursing and Midwifery","Number","327"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","501","Occupational Therapy","Number","18"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","504","Physiotherapy","Number","21"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","402","Radiography and Radiation Therapy","Number","3"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","702","Social Care","Number","285"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","701","Social Work","Number","21"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","10","Speech and Language Therapy","Number","15"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number","12"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","201","Dentistry","Number","9"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","401","Medical Science","Number","69"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","202","Medicine","Number","129"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","30","Nursing and Midwifery","Number","843"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","501","Occupational Therapy","Number","63"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","504","Physiotherapy","Number","30"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","402","Radiography and Radiation Therapy","Number","12"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","702","Social Care","Number","237"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","701","Social Work","Number","60"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","10","Speech and Language Therapy","Number","63"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number","12"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","201","Dentistry","Number","15"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","401","Medical Science","Number","105"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","202","Medicine","Number","204"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","30","Nursing and Midwifery","Number","1170"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","501","Occupational Therapy","Number","84"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","504","Physiotherapy","Number","51"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","402","Radiography and Radiation Therapy","Number","18"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","702","Social Care","Number","522"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","701","Social Work","Number","78"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","10","Speech and Language Therapy","Number","75"
"HGO14C01","Number of Health Graduates","2011","2011","12","12","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number","24"
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","02","Public sector","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","201","Dentistry","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","401","Medical Science","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","202","Medicine","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","30","Nursing and Midwifery","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","501","Occupational Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","504","Physiotherapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","402","Radiography and Radiation Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","702","Social Care","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","701","Social Work","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","10","Speech and Language Therapy","Number",""
"HGO14C01","Number of Health Graduates","2011","2011","13","13","-","All sectors","V52","Dietetics, Optometry and Podiatry","Number",""
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","201","Dentistry","Number","9"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","401","Medical Science","Number","33"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","202","Medicine","Number","6"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","30","Nursing and Midwifery","Number","399"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","501","Occupational Therapy","Number","54"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","504","Physiotherapy","Number","57"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","402","Radiography and Radiation Therapy","Number","15"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","702","Social Care","Number","498"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","701","Social Work","Number","75"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","10","Speech and Language Therapy","Number","27"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","01","Private sector","V52","Dietetics, Optometry and Podiatry","Number","30"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","201","Dentistry","Number","9"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","401","Medical Science","Number","30"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","202","Medicine","Number","303"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","30","Nursing and Midwifery","Number","651"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","501","Occupational Therapy","Number","24"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","60","Pharmacy","Number",""
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","504","Physiotherapy","Number","15"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","402","Radiography and Radiation Therapy","Number","27"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","702","Social Care","Number","63"
"HGO14C01","Number of Health Graduates","2012","2012","01","1","02","Public sector","701","Social Work","Number","27"
