ï»¿"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C03433V04141","Years since Graduation","C04477V05260","Field of Study","UNIT","VALUE"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","08","8","V52","Dietetics, Optometry and Podiatry","Euro","940"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","201","Dentistry","Euro","848"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","401","Medical Science","Euro","1095"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","202","Medicine","Euro","1647"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","30","Nursing and Midwifery","Euro","962"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","501","Occupational Therapy","Euro","931"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","504","Physiotherapy","Euro","916"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","402","Radiography and Radiation Therapy","Euro","997"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","702","Social Care","Euro","711"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","701","Social Work","Euro","1018"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","10","Speech and Language Therapy","Euro","951"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","09","9","V52","Dietetics, Optometry and Podiatry","Euro","808"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","201","Dentistry","Euro","884"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","401","Medical Science","Euro","1144"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","202","Medicine","Euro","1736"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","30","Nursing and Midwifery","Euro","978"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","501","Occupational Therapy","Euro","956"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","504","Physiotherapy","Euro","956"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","402","Radiography and Radiation Therapy","Euro","965"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","702","Social Care","Euro","730"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","701","Social Work","Euro","1055"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","10","Speech and Language Therapy","Euro","966"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","10","10","V52","Dietetics, Optometry and Podiatry","Euro","794"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","201","Dentistry","Euro","1283"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","401","Medical Science","Euro","1258"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","202","Medicine","Euro","2001"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","30","Nursing and Midwifery","Euro","1015"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","501","Occupational Therapy","Euro","997"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","504","Physiotherapy","Euro","1111"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","402","Radiography and Radiation Therapy","Euro","1080"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","702","Social Care","Euro","765"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","701","Social Work","Euro","1144"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","10","Speech and Language Therapy","Euro","1013"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","11","11","V52","Dietetics, Optometry and Podiatry","Euro","985"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","201","Dentistry","Euro","1566"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","401","Medical Science","Euro","1364"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","202","Medicine","Euro","2278"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","30","Nursing and Midwifery","Euro","1076"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","501","Occupational Therapy","Euro","1046"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","504","Physiotherapy","Euro","1151"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","402","Radiography and Radiation Therapy","Euro","1101"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","702","Social Care","Euro","806"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","701","Social Work","Euro","1236"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","10","Speech and Language Therapy","Euro","1072"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","12","12","V52","Dietetics, Optometry and Podiatry","Euro","1064"
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","401","Medical Science","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","202","Medicine","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","30","Nursing and Midwifery","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","501","Occupational Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","504","Physiotherapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","402","Radiography and Radiation Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","702","Social Care","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","701","Social Work","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","10","Speech and Language Therapy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2011","2011","13","13","V52","Dietetics, Optometry and Podiatry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","201","Dentistry","Euro","840"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","401","Medical Science","Euro","585"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","202","Medicine","Euro","1035"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","30","Nursing and Midwifery","Euro","643"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","501","Occupational Therapy","Euro","538"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","504","Physiotherapy","Euro","398"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","402","Radiography and Radiation Therapy","Euro","784"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","702","Social Care","Euro","413"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","701","Social Work","Euro","717"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","10","Speech and Language Therapy","Euro","446"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","01","1","V52","Dietetics, Optometry and Podiatry","Euro","636"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","201","Dentistry","Euro","991"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","401","Medical Science","Euro","610"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","202","Medicine","Euro","1129"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","30","Nursing and Midwifery","Euro","680"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","501","Occupational Therapy","Euro","658"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","504","Physiotherapy","Euro","639"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","402","Radiography and Radiation Therapy","Euro","978"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","702","Social Care","Euro","484"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","701","Social Work","Euro","776"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","10","Speech and Language Therapy","Euro","650"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","02","2","V52","Dietetics, Optometry and Podiatry","Euro","653"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","401","Medical Science","Euro","688"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","202","Medicine","Euro","1166"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","30","Nursing and Midwifery","Euro","709"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","501","Occupational Therapy","Euro","695"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","504","Physiotherapy","Euro","678"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","402","Radiography and Radiation Therapy","Euro","972"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","702","Social Care","Euro","539"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","701","Social Work","Euro","799"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","10","Speech and Language Therapy","Euro","689"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","03","3","V52","Dietetics, Optometry and Podiatry","Euro","704"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","401","Medical Science","Euro","748"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","202","Medicine","Euro","1277"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","30","Nursing and Midwifery","Euro","740"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","501","Occupational Therapy","Euro","720"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","504","Physiotherapy","Euro","729"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","402","Radiography and Radiation Therapy","Euro","1030"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","702","Social Care","Euro","581"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","701","Social Work","Euro","807"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","10","Speech and Language Therapy","Euro","723"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","04","4","V52","Dietetics, Optometry and Podiatry","Euro","792"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","401","Medical Science","Euro","830"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","202","Medicine","Euro","1399"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","30","Nursing and Midwifery","Euro","799"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","501","Occupational Therapy","Euro","751"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","60","Pharmacy","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","504","Physiotherapy","Euro","772"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","402","Radiography and Radiation Therapy","Euro","1101"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","702","Social Care","Euro","615"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","701","Social Work","Euro","850"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","10","Speech and Language Therapy","Euro","758"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","05","5","V52","Dietetics, Optometry and Podiatry","Euro","873"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","06","6","201","Dentistry","Euro",""
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","06","6","401","Medical Science","Euro","1070"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","06","6","202","Medicine","Euro","1602"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","06","6","30","Nursing and Midwifery","Euro","852"
"HGO15C01","Median Weekly Earnings of Health Graduates","2012","2012","06","6","501","Occupational Therapy","Euro","799"
